rank,asin,name,ratings_count,rating,sale_price,image,is_prime_x,product_url,category,brand,price,regular_price,seller,availability_status,is_prime_y,is_aplus_page,full_description,video_count,parent_asin,five_star,four_star,three_star,two_star,one_star
16,B0BZWRSRWV,"All-new Ring Battery Doorbell — Now with 66% more coverage, Head-to-Toe Video, Live View with Two-Way Talk, and Motion Detection & Alerts (2024 release), Satin Nickel",181.0,4.3,$99.99,"https://images-na.ssl-images-amazon.com/images/I/61vE894jVGL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Ring-Battery-Doorbell-Head-to-Toe-Video-Satin-Nickel/dp/B0BZWRSRWV/ref=zg_bs_g_hi_d_sccl_16/132-4919864-3079205?psc=1,Tools & Home Improvement,Ring,$99.99,,Amazon.com,In Stock,True,False,,10.0,B0DB7S5SP2,71%,11%,5%,4%,8%
17,B07G2KT7FN,"Simply Filters 20x20x1 MERV 8, MPR 600, Air Filter (6 Pack) - Actual Size: 19.75""x19.75""x0.75"" HVAC, AC Furnace Air Filter",34981.0,4.7,$38.97,"https://images-na.ssl-images-amazon.com/images/I/815IQp1rCRL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/20x20x1-MERV-Pleated-Filters-Compatibility/dp/B07G2KT7FN/ref=zg_bs_g_hi_d_sccl_17/132-4919864-3079205?psc=1,Tools & Home Improvement,Simply,$38.97,$38.97,Amazon.com,In Stock,True,True,"Introducing Simply Filters 20"" x 20"" x 1"" MERV 8 Air Filter, your go-to solution for a healthier indoor environment. This six pack of filters, with an actual size of 19.75"" x 19.75"" x 0.75"" is universally compatible, fitting seamlessly into both residential and commercial HVAC systems, working effortlessly with almost any brand. Comparable to renowned brands like 3M Filtrete MPR 600, Filterbuy AFB Silver, and Honey well l FPR 5, our filters are designed to create a cleaner environment by capturing airborne particles like dust, pet dander, lint, and pollen, ensuring fresh and clean indoor air. Experience advanced pleated technology with a higher pleat count than most retail filters, enhancing airflow and efficiency. Crafted in the USA with meticulous attention to detail, our filters are ideal for any residential setting, providing long-lasting performance for up to 3 months. Easy to install or replace, whether in air condition units, furnaces, heat pumps, or HVAC systems, simply slide the filter into the slot or follow the airflow arrows for return grills, and you're done! Your order is delivered germ and dust-free, thanks to our heat-sealed shrink wrap packaging. Consider significant savings with our subscription program for convenient auto-deliveries. Plus, experience the excellence of American craftsmanship - every filter is proudly made in the USA using 100% American components, ensuring superior filtration. Trust Simply Filters to exceed your expectations, delivering clean, fresh air for a healthier living and working space.",10.0,B0CKLBP5MN,79%,14%,4%,1%,2%
18,B075BMVZ2N,"Amazon Basics Indoor Extension Cord, 13 Amps, 125V, 10 Foot, Black",53782.0,4.8,$9.99,"https://images-na.ssl-images-amazon.com/images/I/61giskL9XuL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/AmazonBasics-Extension-Cord-feet-Black/dp/B075BMVZ2N/ref=zg_bs_g_hi_d_sccl_18/132-4919864-3079205?psc=1,Tools & Home Improvement,Amazon Basics,$9.99,,Amazon.com,In Stock,True,True,Product Description An Amazon Brand. From the Manufacturer Amazon Basics,10.0,B07B6GY5QX,86%,10%,3%,1%,1%
19,B0BZWRLRLK,"All-new Ring Battery Doorbell — Now with 66% more coverage, Head-to-Toe Video, Live View with Two-Way Talk, and Motion Detection & Alerts (2024 release), Venetian Bronze",133.0,4.3,,"https://images-na.ssl-images-amazon.com/images/I/61TLneKHd+L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Ring-Battery-Doorbell-Head-to-Toe-Video-Venetian-Bronze/dp/B0BZWRLRLK/ref=zg_bs_g_hi_d_sccl_19/132-4919864-3079205?psc=1,Tools & Home Improvement,Ring,$99.99,,Amazon.com,In Stock,True,False,,5.0,B0DJY6JP3C,72%,10%,3%,4%,11%
20,B0B5X5DQPT,"Surge Protector Outlet Extender - with Rotating Plug, 6 AC Multi Plug Outlet with 3 USB Ports (1 USB C), 1800J Wall Charger, 3-Sided Power Strip with Spaced Outlet Splitter for Home, Office, Travel",7488.0,4.6,$9.99,"https://images-na.ssl-images-amazon.com/images/I/51BpRG3LD1L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Surge-Protector-Outlet-Extender-Rotating/dp/B0B5X5DQPT/ref=zg_bs_g_hi_d_sccl_20/132-4919864-3079205?psc=1,Tools & Home Improvement,One Beat,$9.99,$9.99,One Beat,In Stock,True,True,"Why Choose One Beat 3W6 Rotating Plug Surge Protector? 9-IN-1 Wall Outlet Extender, One Is Enough - 6 AC widely outlets, 2 USB-A and 1 USB-C ports, charge up to 9 electrical devices simultaneously. - 180° Rotating Plug for horizontal or vertical wall sockets, easy to install and access outlets. 3-Sided Compact design with small size, 1.7 inches spaced outlets fit big adapters without blocking, takes up less space on your desk or luggage. ports up to 3A per port, charge Up to 30% faster . Fast smart USB charging ports automatically detect charging devices and deliver optimal charging speed. Specification: Item Size: 5.7*1.77*1.57 IN USB Output: DC 5V/3.1A Total USB-A Output: DC 5V/2.4A Max USB-C Output: DC 5V/3A Max Power Rating: 125V/60Hz/1875W Max Max Current: 15A Surge Protector, USB Wall Charger, Multi Plug Outlet with USB Ports 6 AC Outlets + 2 USB-A + 1 USB-C Ports 180° Swivel Wall Charger Rotating the multiple outlets in any direction to easily access the outlets or ports from a comfortable position. Space-Saving Design - 1.7 inches widely spaced AC outlet, fit big adapter without blocking each other, 3 sided compact design takes up less space, essential for the travel, home, office, and college dorm. 1800 Joules Surge Protector - S afeguards appliances and equipment from potentially damaging power surges. Smart USB Charging High-speed USB ports automatically detect charging devices and deliver optimal charging speed, USB-A up to 2.4A per port, USB-C up to 3A (5V 3.1A shared rating), it can charge 3 portable devices simultaneously. Surge Protector LED Indicates The protected indicator light let you know that the outlet extender is always being protected. 3 complementary surge protection circuits(TVS MOV GDT) with the minimum energy-absorbing capacity of 1800 Joules . Small Travel Size This travel plug adapter has a mini size of 5.7*1.77*1.57 inches, when travel abroad, you don't need to check the voltage of that country, plug it in with confidence, this compact wall plug is designed for 110-250v. 1382° Fireproof Material ETL listed, high-quality components, 1382℉ fireproof, the surge protector can prevent your electric devices from over-current/over-charge/short circuit/over-heated. 3 Sided & Widely AC Outlets The unique 3 sided space saving design and 6 widely spaced ac outlets are separated enough to fit big plugs without blocking each other, easily plug in your PC, TV, more. Easy to Install This USB wall plug can turn left and right 90 degrees conveniently, allowing you to easily access the outlets or ports from a comfortable position, without requiring you to closely bend over and straining your back. Easily compatible for any outlets. Rotating Plug Surge Protector Wall Outlet Extender Outlet Extender with Shelf Travel Surge Protector Cruise Power Strip Travel Power Strip Add to Cart Customer Reviews 4.6 out of 5 stars 7,552 4.7 out of 5 stars 1,980 4.5 out of 5 stars 4,796 4.8 out of 5 stars 6,250 6,817 380 Price $9.99 $ 9 99 $11.99 11 $16.99 16 $12.99 12 $13.99 13 AC Outlets 6 Widely Outlets 5 Widely Outlets 3 AC Outlets 2 Widely Outlets USB-A Ports 2 3 1 USB-C Ports Surge Protection 1800J 900J None Plug Type Rotating Plug Type B - 3 pin 45° Right Angled Plug 0.35"" Ultra Flat Plug Standard Plug USB-C Output 15W/3A 22.5W/4.5A",10.0,B0C1YHH1QJ,77%,15%,5%,1%,2%
1,B0CMQFBWZP,"FASIGO Magnetic Chess Game, Magnetic Chess Game with Stones, Magnetic Chess Game with Rocks, Magnet Game with String, Magnet Chess Game, Puzzle Strategy Games for Kids and Adults",791.0,4.6,$18.98,"https://images-na.ssl-images-amazon.com/images/I/616RwIYYZeL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/FASIGO-Magnetic-Stones-Magnet-Strategy/dp/B0CMQFBWZP/ref=zg_bs_g_toys-and-games_d_sccl_1/144-2700374-5340409?psc=1,Toys & Games,FASIGO,$16.98,$18.98,Fasigo,In Stock,True,True,"Magnetic Chess Game with Stones, Magnet Game with String, Puzzle Strategy Games for Kids and Adults The magnetic chess game with stones is a fun puzzle strategy games that fosters fun and exercises your child's logical thinking. This magnet game with string is not only two-player but also multiplayer modes, so the whole family can play together, it enhance parent-child relationship in game interaction, and create a relaxing and enjoyable family atmosphere. How to Play 1. Lay the game string flat on a table or horizontal surface and divide the magnet pieces evenly among the players. 2. Each player places 1 piece magnet chess inside the game string in turn. If 2 or more pieces are sucked together when a player places a piece, that player has to take away all the pieces that are sucked together. 3. When one player places all the pieces on his hand inside the game string without being caught by any magnets, then this player won the games. What You Get: Magnets chess * 20, Game string * 1, Storage Bag * 1",10.0,B0CMQFBWZP,74%,15%,6%,2%,2%
2,B0CV287MYQ,"LEGO Star Wars 2024 Advent Calendar for Kids, Holiday Building Set with 18 Collectible Mini Toys and 6 Star Wars Figures, Star Wars Christmas Toy for Boys, Girls or Any Fan Ages 6 and Up, 75395",71.0,4.8,$35.99,"https://images-na.ssl-images-amazon.com/images/I/81aq2TWxtlL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/LEGO-Calendar-Building-Collectible-Christmas/dp/B0CV287MYQ/ref=zg_bs_g_toys-and-games_d_sccl_2/144-2700374-5340409?psc=1,Toys & Games,LEGO,$35.99,$44.99,Amazon.com,In Stock,True,True,"Let young kids experience 25 years of iconic LEGO Star Wars building toys – and give older fans a nostalgic trip down memory lane – with the LEGO Star Wars Advent Calendar 2024 (75395). A fun filled Star Wars Christmas toy gift for boys, girls or any fan ages 6 and up, this special Advent calendar for kids takes builders through the history of LEGO Star Wars sets in chronological order from 1999 to 2024. Discover miniature versions of the first ever LEGO brick built models of iconic vehicles, from an X-wing to the Millennium Falcon to The Crimson Firehawk. Among the 18 buildable mini toys there is also Darth Vader’s Castle and a Minikit from the first LEGO Star Wars video game. Look out for 5 LEGO Star Wars collectible minifigures, including Princess Leia and Luke Skywalker, both in festive outfits, and Ahsoka Tano, plus a Super Battle Droid LEGO Star Wars figure. With a surprise treat every day to inspire creative play, this buildable toy playset offers hours of festive fun for kids and the whole family during the holiday season. Contains 368 pieces.",10.0,B0CV287MYQ,88%,7%,2%,0%,3%
3,B07B6ZN7P8,"LeapFrog Learning Friends 100 Words Book, Green",88983.0,4.8,$12.97,"https://images-na.ssl-images-amazon.com/images/I/71wQb2LWUkL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/LeapFrog-Learning-Friends-Words-Green/dp/B07B6ZN7P8/ref=zg_bs_g_toys-and-games_d_sccl_3/144-2700374-5340409?psc=1,Toys & Games,Leap Frog,$12.97,$19.99,Amazon.com,In Stock,True,True,"Join animal friends Turtle, Tiger and Monkey as they explore new vocabulary in the Learning Friends 100 Words Book. Explore the colorful pages and touch each picture to hear the animals say toddler-appropriate words along with exciting facts and sound effects. Immerse your child in bilingual play by sliding the language switch to hear the words, songs and instructions in Spanish. Touch the pictures to hear silly sound effects in Fun Sounds mode or press the light-up star button to hear two learning songs. Discover new vocabulary with cute learning friends! Intended for ages 18+ months. Requires 2 AA batteries. Batteries included for demo purposes only. New batteries recommended for regular use.",10.0,B0D84BWY35,87%,9%,3%,1%,1%
4,B0BQZFVJTB,"Schylling NeeDoh Nice Cube - Sensory Toy with Super Solid Squish - 2.25"" Cube - Colors May Vary (Pack of 1)",3697.0,4.2,$8.98,"https://images-na.ssl-images-amazon.com/images/I/61K7z4hNE+L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Schylling-NeeDoh-Sensory-Super-Squish/dp/B0BQZFVJTB/ref=zg_bs_g_toys-and-games_d_sccl_4/144-2700374-5340409?psc=1,Toys & Games,Schylling,$8.70,,Better service stores,In Stock,True,True,"Nice Cube Atomic Stardust Glow Shaggy Color Change Add to Cart See Details Customer Reviews 4.2 out of 5 stars 4,884 4.3 out of 5 stars 71 221 878 4.4 out of 5 stars 159 — Price $8.70 $ 8 . 70 $12.89 12 89 $13.95 13 95 $11.99 11 99 $13.98 98 Count 1 3 2 Color Assorted Glow in the Dark Non-Toxic ✓ Easy to clean with soap and water Tons of fun!",10.0,B0DK416FMP,67%,10%,8%,6%,10%
5,B087N9N6HH,"Play-Doh Bulk Handout 42-Pack of 1-Ounce Modeling Compound Cans, Non Candy Halloween Handout Toys & Party Favors, Kids Arts & Crafts, Preschool Toys, Ages 2+ (Amazon Exclusive)",12386.0,4.9,$16.99,"https://images-na.ssl-images-amazon.com/images/I/81QQOmhZwOL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Play-Doh-Non-Toxic-Modeling-Classroom-Exclusive/dp/B087N9N6HH/ref=zg_bs_g_toys-and-games_d_sccl_5/144-2700374-5340409?psc=1,Toys & Games,Play-Doh,$16.99,$16.99,Amazon.com,In Stock,True,True,"Take one, two, or maybe 42! Share the creativity for any occasion with this bulk 42-pack of Play-Doh small cans. Hand out some non candy treats for birthday parties, party favors for kids, valentines, trick or treat toys, prize box toys for kids classroom, or kids activities. With 1-ounce cans of assorted colors like teal, bright red, yellow, green, and more, there's plenty of squishy fun for kids 2 years and up to shape and share. It's the original Play-Doh modeling compound quality we all know and love in a convenient shipper box that's easy to open and even easier to pass the Play-Doh fun around! Play-Doh sets make great gifts for 2 year old girls and boys and up. Add these preschool toys to your collection. Hasbro, Play-Doh, and all related properties are trademarks of Hasbro.",10.0,B0D84D8QLH,92%,6%,1%,0%,1%
6,B0CX24138S,"Ms. Rachel Speak & Sing Doll, 16” Tall Interactive Toy with 4 Songs & 16+ Phrases, Toddler Toys for Girls & Boys Ages 6 Months to 3+ Years",51.0,3.3,$29.99,"https://images-na.ssl-images-amazon.com/images/I/819EHYgDj3L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Ms-Rachel-6072297-Doll/dp/B0CX24138S/ref=zg_bs_g_toys-and-games_d_sccl_6/144-2700374-5340409?psc=1,Toys & Games,Ms. Rachel,$29.99,,Amazon.com,,True,True,"The touch-activated Ms. Rachel Speak & Sing Doll plays words, phrases, and music from the hit Ms. Rachel videos to encourage early speech development for babies. Inspired by Ms. Rachel’s popular baby and toddler videos, this toy is made with love to support learning for littles. A volume control feature lets you switch between two volume levels (AA batteries are included). The touch-activated sounds make it fun for your child to follow along. An included bonus learning card features extra play tips and skill-building activities. From the makers of GUND Baby, this doll is made with the highest safety standards. Ideal for newborn gifts, your baby nursery, or as a birthday baby gift! Designed by Ms. Rachel and developmental experts to support all children through their ages and stages from 3 months up to 2+ years. These are ideal newborn toys, toddler toys, preschool toys, and toys for ages 2-4. From baby shower gifts to baby essentials, these products help babies and families learn, bond, and thrive. Ms. Rachel is a real teacher and passionate educator, with two master’s degrees in education – who creates research-based videos and products to support learning for littles.",10.0,B0CX24138S,42%,0%,0%,2%,56%
7,B00AU56C5W,PicassoTiles 100 Piece Magnetic Playboards Tiles Set Magnet Toys for Toddlers STEM Building Blocks Sensory Creative Kids Manipulative Preschool Learning Construction Toy Ages 3+ Boys Girls - PT100,36068.0,4.9,$39.99,"https://images-na.ssl-images-amazon.com/images/I/91cEJ13YmKL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/PicassoTiles-Construction-Inspirational-Recreational-Conventional/dp/B00AU56C5W/ref=zg_bs_g_toys-and-games_d_sccl_7/144-2700374-5340409?psc=1,Toys & Games,PicassoTiles,$39.99,,Picasso Toys,In Stock,True,True,"The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked.  Other PicassoTiles Product You Might Like Mini Car Truck Add to Cart Car Truck and Figures Mini Diamond Series PicassoTiles Idea Book Customer Reviews 4.5 out of 5 stars 124 4.3 out of 5 stars 69 4.7 out of 5 stars 2,371 4.4 out of 5 stars 1,266 Price $8.99 $ 8 . 99 $12.99 12 $29.99 29 $9.99 9 Number of Pieces 2 3 100 1 Form Factor Action Figures w/vehicle Mini Diamond Tiles Idea Book Magnetic ✔ ✘ Educational Recommended Age 3 years and up",10.0,B00AU56C5W,91%,6%,1%,1%,1%
8,B077Z1R28P,Taco Cat Goat Cheese Pizza,50518.0,4.8,$9.95,"https://images-na.ssl-images-amazon.com/images/I/61B7mux9lIL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Taco-Cat-Goat-Cheese-Pizza/dp/B077Z1R28P/ref=zg_bs_g_toys-and-games_d_sccl_8/144-2700374-5340409?psc=1,Toys & Games,Taco Cat Goat Cheese Pizza,$9.95,,Amazon.com,In Stock,True,True,This is the social card game that is going to change your game night forever This addictive game is as unique as its name It's a power packed quick and simple party game Race against each other to SLAP a match between a card and spoken word But - watch out! - your mind will play tricks on you This game was engineered for maximum fun Enjoy!,10.0,B077Z1R28P,88%,8%,3%,1%,1%
9,B07ZV31J31,"100 Ultra Bright Glow Sticks Bracelets and Necklaces - Premium Glow in the Dark Party Supplies and Decorations - Bulk 8"" Glowsticks Party Favors Pack",17883.0,4.6,$8.99,"https://images-na.ssl-images-amazon.com/images/I/812WhppfnCL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Glow-Sticks-Bulk-Party-Supplies/dp/B07ZV31J31/ref=zg_bs_g_toys-and-games_d_sccl_9/144-2700374-5340409?psc=1,Toys & Games,Glow Mind,$8.99,$8.99,Shop & Co.,In Stock,True,True,,10.0,B0C3HCWXWQ,78%,11%,5%,2%,3%
10,B09SDKSXLZ,"Bicycle Rider Back Playing Cards, Standard Index, Poker Cards, Premium Playing Cards, Red & Blue, 2 Count (Pack of 1)",5093.0,4.8,$4.89,"https://images-na.ssl-images-amazon.com/images/I/71E1zOPvvLL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Bicycle-Standard-Index-Rider-Back/dp/B09SDKSXLZ/ref=zg_bs_g_toys-and-games_d_sccl_10/144-2700374-5340409?psc=1,Toys & Games,Bicycle,$4.89,$7.99,Amazon.com,In Stock,True,True,"Introducing Bicycle Playing Cards, a superior deck of cards that offers an excellent fusion of performance, style, and sustainability. These Bicycle Playing Cards masterfully combine elegance and practicality, ensuring an enhanced gaming experience for everyone, whether you're a novice or a professional. Our poker cards are meticulously crafted in the USA with 100% recyclable FSC paper, promising an environmentally friendly gaming option and the Air Cushion Finish of these high quality playing cards ensures effortless handling and shuffling. Containing a set of two decks of playing cards, this set is ideal for traditional games such as poker, blackjack, euchre, and canasta. Whether you're arranging a card game night or simply seeking a backup deck, this duo ensures you're constantly equipped for the next shuffle and deal. Get your hands on these premium playing cards and enjoy a luxury gaming experience while contributing to a greener planet.",10.0,B09SDKSXLZ,89%,7%,2%,1%,1%
11,B007GE75HY,"MEGA BLOKS First Builders Toddler Blocks Toys Set, Big Building Bag with 80 Pieces and Storage, Blue, Ages 1+ Years",122615.0,4.8,$16.00,"https://images-na.ssl-images-amazon.com/images/I/81891U0mbCL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/80-piece-Building-Toddler-Storage-Toddlers/dp/B007GE75HY/ref=zg_bs_g_toys-and-games_d_sccl_11/144-2700374-5340409?psc=1,Toys & Games,Mega,$16.00,$24.99,Amazon.com,In Stock,True,True,"Product Description Build Them Up with the first blocks in home. Spark your little builder's creativity with this set of 80 big and vibrant building blocks. Easy to grip, stack, and pull apart, these building blocks are the perfect fit for your toddler's little hands and growing mind. When playtime is over, blocks can be stored in the bag for easy cleanup. From the Manufacturer Play, store and take it with you wherever you go! The 80 piece Maxi Blocks Classic Bag by Mega Bloks includes 80 big building blocks! It is the perfect toy for your little building fan who is just learning how to build with his own two hands. Give him the opportunity to stimulate his imagination and learning skills while encouraging discovery, fine motor skills and open-ended play. The practical storage bag keeps all of the pieces securely in one place and comes with a hand-strap to make carrying the blocks a snap!Ideal for children 1 year old and up!",10.0,B0D8RC6V4F,88%,8%,2%,1%,1%
12,B07GSZM4YM,"Mr. Sketch Scented Markers, Chisel Tip, Assorted Colors, 22 Count",12366.0,4.8,$14.19,"https://images-na.ssl-images-amazon.com/images/I/81nw2TCbYJL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Mr-Sketch-Chiseled-Marker-2054594/dp/B07GSZM4YM/ref=zg_bs_g_toys-and-games_d_sccl_12/144-2700374-5340409?psc=1,Toys & Games,Mr. Sketch,,,,,False,True,"Boost your child’s creativity and let them unleash their imagination with the Mr. Sketch Scented Watercolor Markers! Sold as a pack of 22, each marker offers a vibrant hue and a fun, corresponding scent. The large barrel design is easy for little hands to grip while the versatile chisel tip supports various line widths, suitable for everything from precision artwork to bold strokes. This scented marker set is perfect for crafting sessions, school supplies, and makes a great addition to Easter basket stuffers.",10.0,B07GSZM4YM,90%,7%,2%,1%,1%
13,B0CSJQHF6W,"Bitzee, Disney Interactive Toy with 30 Characters Inside, Reacts to Swipes, Tilts & Taps, Disney Toys & Digital Pet Kids Toys for Girls, Boys & Fans",106.0,4.4,$29.99,"https://images-na.ssl-images-amazon.com/images/I/71S1ndlU7AL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Bitzee-Disney-Interactive-Characters-Digital/dp/B0CSJQHF6W/ref=zg_bs_g_toys-and-games_d_sccl_13/144-2700374-5340409?psc=1,Toys & Games,BITZEE,$29.99,$34.99,Amazon.com,In Stock,True,True,"Explore the world of Disney like never before with Bitzee Disney! Bitzee Disney characters respond to swipes, tilts, and taps with cute sounds and reactions at every interaction. Inside the Bitzee pod, collect 30 iconic characters and experience classic, Pixar and new Disney friends, all in one place! As you interact and play, fill the Star Meter to earn Wishing Stars to attract more characters. Browse the Wish Book to choose a star, wave the pod to make your wish, and when you hear the twinkling sound, open it to reveal a new character! Unlock unique magical moments, including Disney’s Mickey Mouse putting on the Sorcerer’s Hat, Disney’s Flounder escaping the shark, Disney’s Wall-E putting the plant in the boot, Pixar’s Lightning McQueen racing and so much more! Wish upon the stars to find all 30 characters – once you collect them all, you’ll earn a special reward! Discover Bitzee games with Disney’s Mickey Mouse, Minnie Mouse, Olaf, and Pixar’s Alien, and Nemo, too! Kids, adults, and Disney fans of all ages will be mesmerized with Bitzee’s screen-free innovative twist on 90s toys & games. Must-have Disney gifts and birthday gifts idea. Includes 3 AA batteries.",10.0,B0DCT2YZHM,76%,7%,6%,5%,6%
14,B0BGN1YDJH,"Kikidex Magnetic Drawing Board, Toddler Girl Toys for 1-2 Year Old, Doodle Board Pad Learning and Educational Toys for 1 2 3 Year Old Baby Kids Birthday Gift(Light Blue)",3021.0,4.5,$24.99,"https://images-na.ssl-images-amazon.com/images/I/71CtUJ45QoL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Toddlers-Magnetic-Learning-Educational-Birthday/dp/B0BGN1YDJH/ref=zg_bs_g_toys-and-games_d_sccl_14/144-2700374-5340409?psc=1,Toys & Games,Kikidex,$24.99,$29.99,Kikidex,In Stock,True,True,"Kikidex Upgraded Colorful Magnetic Drawing Board Kikidex magnetic drawing board is an art enlightening toy for children. It is not only an important way for kids to explore the world but also to express their feelings. Great autism sensory toys for autistic children. A colorful doodle board helps exercise kids' color cognition ability, hand fine motor movement skills, hand-eye coordination, and innovation creation ability development. Take your little child to a colorful imaginative world through their creative writing and drawing with our sketch board. An awesome learning & education toy for toddlers 1-3 girls boys! Enjoy happy family time! What Will Kikidex Magnetic Doodle Board Erasable Pad Bring to You and Your Kids? No Easy Lost Pen - The magnetic pen is tightly attached to the kids doodle board with a string. Keep Child Occupied - Help parents get rid of endless mess from lively kids, the interesting magnetic doodle writing pad can keep little hands busy. Eye Care - Protect todders' eyes from radiation and the light harm of electronic screen. No Mess, Solve Mother's Troubles - Prevent inhalation of dirty crayons, chalk powder, ink, and pigment and kid won't draw on walls & faces. No stain on your kid's clothes and face. Leave your house clean( floor, wall or furnitures) . A great educational and learning toy for 1-3 years old kids. Larger Drawing Board 8.7inch Fully Usable Large Screen Size -compared to 8.3inch small screen size with the unpaintable edge in the market- Let your child draw what they want on the doodle board with no blind angle. Soft Silicone Ergonomical Handle Smartly designed with an soft easy-to-grab handle. Lightweight, portable size and comfortable handle make it easy to carry and go for kids. Great travel toys for toddlers 1-3. kids can carry and play everywhere they go. Safe & Durable Made of high-quality ABS material, which is BPA-free, non-toxic and durable. Kikidex Toddler Toys Light Pink Kikidex Toddler Toys Add to Cart Customer Reviews 4.5 out of 5 stars 3,047 Price $24.99 $ 24 . 99 $28.99 28 $25.99 25 Gifts for Children Toddler Age 1-3 Year Old 3 Positions Pad/Recline/Table Multi-Use Kids Learning Toys/Toddler Writing & Drawing/Preschooler Doodle Board Top Feature Full Seal, No Pinch/Rounded Corner-Design/Reusable/No Mess Special Gift Ideas Birthday/Children's Day/Back to School/Christmas/Stocking Stuffers/New Year's Day Gifts",10.0,B0CL62GXQ6,73%,13%,7%,3%,4%
15,B09PGVGCH5,Horizon Group USA Bluey Aqua Art - Reusable Water Reveal Activity Pages With Water Pen for No-Mess Drawing and Coloring,5697.0,4.7,$4.99,"https://images-na.ssl-images-amazon.com/images/I/71x-iCOHaaL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Horizon-Group-USA-Bluey-Aqua/dp/B09PGVGCH5/ref=zg_bs_g_toys-and-games_d_sccl_15/144-2700374-5340409?psc=1,Toys & Games,Horizon Group USA,$4.99,$5.99,Amazon.com,In Stock,True,True,"Discover just how awesome it is to get creative with the Bluey Aqua Art Pad! This water activity book puts an exciting twist on traditional coloring books! Use a magical water brush pen to transform 4 aqua art sheets and 4 story sheets into colorful Bluey scenes and reveal all kinds of surprises! Simply unscrew the brush pen, fill it with water, and follow the prompts on each page to start your adventure with your favorite cast of Bluey characters. From pool parties with Squirts and Uncle Stripes to Bluey beach days and treasure hunts, every page inside this spiral-bound pad features interactive activities little pups can enjoy over and over again — once the water dries, re-fill the pen and color again! This kit makes a great gift for birthdays, holidays, and as an Easter basket stuffer! The Bluey Aqua Art Pad offers the exciting opportunity for little creators ages 3 & up to practice those fine motor skills, develop their creativity, tell stories, and most of all, have fun through play! Plus, it’s great for road trips and airplane travel — when you’re playing with water, you don’t have to worry about a mess!",10.0,B0DBM57CPM,82%,11%,4%,2%,1%
16,B0BWDWNH5G,"ESOXOFFORE Instant Print Camera for Kids, Christmas Birthday Gifts for Girls Boys, HD Digital Video Cameras for Toddler, Portable Toy for 4 5 6 7 8 9 10 Year Old Girl with 32GB SD Card-Purple",3463.0,4.5,$39.99,"https://images-na.ssl-images-amazon.com/images/I/71kp7bAz3BL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/ESOXOFFORE-Instant-Print-Camera-Card-Purple/dp/B0BWDWNH5G/ref=zg_bs_g_toys-and-games_d_sccl_16/144-2700374-5340409?psc=1,Toys & Games,ESOXOFFORE,$31.99,$39.99,exsing,In Stock,True,True,"Package Contents: 1x Instant Print Camera 3*Printer paper 1x 32G SD Card 1* Battery 1*Type-C USB 1x User manual 1x Lanyard ESOXOFFORE Instant Print Camera for Kids Record the beauty of life in a more interesting way We are committed to bringing a happy childhood to all kids.Protect your child's growth and enjoy taking photos and DIY photos in a non-toxic environment.This printed camera toy is more educational and interactive, photography, painting, music, video, games are children's favorite entertainment, we put them together to stimulate children's desire and interest in photography. It can be a big surprise as a birthday gift, Christmas gift and a Childrens'Day gift. Three Printing Modes There are three printing modes to choose from.There are 3 volumes of printing paper, which can print 372 photos.Single paper size: about 4'' x 2.2''(L x W) Timer Shooting Digital cameras have time-lapse shooting capabilities. Time-lapse shooting allows you to delay 3S before you start taking photos, giving you enough time to take photos. Educational game 4 Interesting learning games that can develop children’s intelligence and exercise their ability to react and think. Warm Tips: 1. Fully charge the camera before first use and after each use. This can make the camera last longer. 2.If the camera is printed blank, check whether the thermal paper is installed correctly.Installing the paper on the wrong side will result in blank printing.You can watch the video of installing the paper. 3.The printed photos are photo paper, and the printed photos are black and white.",10.0,B0DJ8P435F,74%,12%,5%,3%,6%
