rank,asin,name,ratings_count,rating,sale_price,image,is_prime_x,product_url,category,brand,price,regular_price,seller,availability_status,is_prime_y,is_aplus_page,full_description,video_count,parent_asin,five_star,four_star,three_star,two_star,one_star
10,B0DGHMNQ5Z,"Apple AirPods 4 Wireless Earbuds, Bluetooth Headphones, Personalized Spatial Audio, Sweat and Water Resistant, USB-C Charging Case, H2 Chip, Up to 30 Hours of Battery Life, Effortless Setup for iPhone",82.0,3.9,$119.00,"https://images-na.ssl-images-amazon.com/images/I/61iBtxCUabL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Apple-Bluetooth-Headphones-Personalized-Effortless/dp/B0DGHMNQ5Z/ref=zg_bs_g_wireless_d_sccl_10/132-9086456-1296868?psc=1,Cell Phones & Accessories,Apple,$119.00,$129.00,Amazon.com,In Stock,True,False,,0.0,B0DGLW52K5,60%,7%,11%,5%,17%
11,B07WRBDXZ8,"Misxi 2 Pack Hard PC Case with Tempered Glass Screen Protector Compatible with Apple Watch Series 6 SE Series 5 Series 4 44mm, Black",162869.0,4.4,$9.96,"https://images-na.ssl-images-amazon.com/images/I/61wDa7Ea5TL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Misxi-Compatible-Protector-Tempered-Protective/dp/B07WRBDXZ8/ref=zg_bs_g_wireless_d_sccl_11/132-9086456-1296868?psc=1,Cell Phones & Accessories,Misxi,$9.96,,Misxi,In Stock,True,True,"↓Similar Product↓ WATERPOOF Case Add to Cart Customer Reviews 4.5 out of 5 stars 12,053 Price $9.96 $ 9 . 96 Waterproof ✔️ Anti-fog to gym/run/swim Sport Lover ✔️✔️✔️",10.0,B0CH65ZF6Z,73%,12%,7%,3%,5%
12,B08L5M9BTJ,"Apple 20W USB-C Power Adapter - iPhone Charger with Fast Charging Capability, Type C Wall Charger",216394.0,4.8,$14.99,"https://images-na.ssl-images-amazon.com/images/I/41iWogJnZQL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Apple-20W-USB-C-Power-Adapter/dp/B08L5M9BTJ/ref=zg_bs_g_wireless_d_sccl_12/132-9086456-1296868?psc=1,Cell Phones & Accessories,Apple,$19.00,$19.00,Amazon.com,In Stock,True,False,,0.0,B08L5M9BTJ,88%,8%,2%,1%,1%
13,B0DCC1P4HT,"Miracase for iPhone 16 Pro Max Case 6.9'', [Bubble Free] Full-Body Bumper Phone case with Built-in Full Glass Screen &Lens Protector,Compatible with MagSafe,Drop Proof 16 Pro Max Cover,Desert Brown",108431.0,4.3,$19.95,"https://images-na.ssl-images-amazon.com/images/I/71Hqa6jyB2L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Miracase-Full-Body-Protector-Compatible-MagSafe/dp/B0DCC1P4HT/ref=zg_bs_g_wireless_d_sccl_13/132-9086456-1296868?psc=1,Cell Phones & Accessories,Miracase,$15.98,$29.99,Miracase-Authorizee-SANQI3,In Stock,True,True,,4.0,B0DJZDJFLJ,71%,12%,7%,4%,7%
14,B08P25VBY1,"MAILESI for iPhone Charger Fast Charging,[MFi Certified] 2Pack 20W Type C Fast Charger Block with 6FT USB C Charger Cable Compatible for iPhone 14/13/12/11 Pro Max/11/Xs Max/XR/X,iPad,AirPods Pro",18445.0,4.4,$9.99,"https://images-na.ssl-images-amazon.com/images/I/61OlKzV5uvL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/i-Phone-Charger-Charging-Certified-Compatible/dp/B08P25VBY1/ref=zg_bs_g_wireless_d_sccl_14/132-9086456-1296868?psc=1,Cell Phones & Accessories,MAILESI,$9.99,,80sBrothers Direct,In Stock,True,True,"MAILESI combination of PD 3.0 20W Fast wall charger adapter and 6ft USB-C to Lightning Cable is designed to improve the charging speed for your devices, an ideal buddy for office, game, daily life, outdoor, long distance journey & business trip. MFi Certified 6FT Data Sync Fast Charging USB C to Lightning Cable: 6Ft USB-C to Lightning cable let you can work and charge your iPhone/iPad anywhere, support 480Mbps data syncing and easy for charging on different occasion, for travel, home, car, office, etc. Made with original MFi Certified Chip, the USB C to Lightning cord full support with iOS versions. The interior of the cable is made of high-quality copper for durability. The connector end and cable are strong for repeated used. Charging Speed is 10 times as fast as PC USB port. Data transmission speed up to 480MB/s. What You Get ?: 2 x 20W USB-C iPhone charger block 2x 6ft USB-C to lightning charging cord Input: AC 100~240V 50/60Hz Output: 5V/3A, 9V/2A-2.22A, 12V/1.5A-1.67A, 3.3-5.9V/3A, 3.3-11V/1.63A-1.8A Charging output: 20W Fast Charging Protocols: PD 3.0/2.0, QC 4.0+/4.0/3.0/2.0, 5V1A PD Charger: Charging new iPhone form 0 to 60% in just 30 mins Material: PC fireproof shell with texture, scratch and wear resistance Compatible: iPhone 14/14 Plus/14 Pro/14 Pro Max iPhone 13/13Mini/13 Pro/13 Pro Max iPhone 12/12 Mini/12 Pro/12 Pro Max iPhone 11/11 Pro/11 Pro Max,SE iPhone XR/ X/Xs/XS Max/8Plus/8, ect iPad 4th/ 5th/ 6th/ 7th/ 8th generation iPad mini 1/ mini 2/ mini 3/ mini 4/ mini 5th generation iPad Air 1st / Air 2nd/ Air 3rd generation iPad Pro 9.7 inch/ 10.5 inch/ 12.9-inch 1st generation/ 11-inch 2nd generation Fast Charging Power Delivery MAILESI 20W USB C PD charger features the Type-C port with Power Delivery 3.0, It can fast charge for your PD compatible devices. Your i.Phone 14/13/12/11 can be charged from 0% to 60% in just 30 minutes. Compared with 5W original charger, this 20W PD fast charger for i.Phone could save more than 1.5 hour for you! Compact Size Equipped with international voltage compatibility. Ideal for travel anywhere in the world. Not Just a Phone Charger MAILESI 20W wall charger and lightning cable output is ideal for charging your new iPhone, your iPad, your AirPods, and your iwatch.",10.0,B08P25VBY1,76%,10%,4%,2%,8%
15,B0D944B4GS,"Temdan for iPhone 16 Pro Case Clear, [Compatible with Magsafe] Shockproof Slim Megnetic Phone Case for iPhone 16 Pro, Transparent",6917.0,4.6,$8.99,"https://images-na.ssl-images-amazon.com/images/I/61Z9OFrXi4L._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Temdan-Compatible-Shockproof-Megnetic-Transparent/dp/B0D944B4GS/ref=zg_bs_g_wireless_d_sccl_15/132-9086456-1296868?psc=1,Cell Phones & Accessories,Temdan,$7.64,$8.99,XIYXI,In Stock,True,True,,9.0,B0DHCD2NBR,78%,12%,5%,2%,3%
16,B09CSSP9C1,"Ailun Glass Screen Protector for iPhone 14 / iPhone 13 / iPhone 13 Pro [6.1 Inch] Display 3 Pack Tempered Glass, Case Friendly",86655.0,4.5,$4.98,"https://images-na.ssl-images-amazon.com/images/I/71OicfvCsbL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Ailun-Protector-Compatible-Tempered-Friendly/dp/B09CSSP9C1/ref=zg_bs_g_wireless_d_sccl_16/132-9086456-1296868?psc=1,Cell Phones & Accessories,Ailun,$4.98,,AilunUSAilunUS,In Stock,True,True,"Related Product iPhone 13/13 Pro/14 Add to Cart iPhone 13 iPhone 13 Pro iPhone 13 Pro Max/14 Plus iPhone 13 Mini Customer Reviews 4.5 out of 5 stars 86,755 127,254 41,456 27,036 4.6 out of 5 stars 10,867 Price $4.98 $ 4 . 98 $7.89 7 89 $8.89 8 $4.99 99 Brand Ailun Compatible Models Display Size 6.1 inch 6.7 inch 5.4 inch Quantity 3 Pack 2+2 Pack Color Clear Black Feature Screen Protection Screen+Lens Protection Privacy Screen+Lens Protection  The video showcases the product in use. The video guides you through product setup. The video compares multiple products. The video shows the product being unpacked. 1. The flexibility of the glass screen protector is the same as the plastic material, is it tempered glass or plastic? This screen protector is a real tempered glass. The plastic flexibility is the exact reason why we call it tempered glass screen protector. Tempered glass is a type of safety glass that is stronger than ordinary glass. 2. It cannot be seen from the appearance that it is glass or plastic. As a customer, what can we do to identify it? There is an easy, quick, cost-effective way to test it yourself, and it's very accurate. Most plastics have a melting point between 160 and 210 degrees Celsius, and glass materials are at least over 1400 degrees Celsius, so is there a lighter around? 3. Does it come with a cleaning wipe to use prior to placing on the phone? Yes, the package includes: 6*Guide Stickers, 3*Wet Wipe&3*Dry Wipe,3*Dust Absorber. 4. How can I remove bubbles? Use the kit in the package to clean the screen before placing the screen protector. If there are bubbles,try to gently press the bubbles with your finger or with a ruler,but the screen surface needs a thin cloth pad to avoid scratching the protector. 5. How can I remove a cracked glass screen protector? Lift the screen protector with the card from any corner of the screen protector, then hold the corner and remove slowly. (If you find CHIP or CRACK on the screen protector, for your safety, please wear gloves when removing the screen protector.)",10.0,B0D5QVQ661,76%,12%,5%,2%,4%
17,B0DBL8F3L2,Mkeke for iPhone 16 Pro Max Case Clear [Not-Yellowing] [Military-Grade Drop Protection] Shockproof Protective Clear iPhone 16 Pro Max Case Phone Bumper case for Apple 6.9 inch 2024,124628.0,4.6,$13.99,"https://images-na.ssl-images-amazon.com/images/I/7154009guGL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Mkeke-Not-Yellowing-Military-Grade-Protection-Shockproof/dp/B0DBL8F3L2/ref=zg_bs_g_wireless_d_sccl_17/132-9086456-1296868?psc=1,Cell Phones & Accessories,Mkeke,$13.99,$13.99,Mkeke,In Stock,True,True,"Mkeke Crystal Clear for iphone16 Series Crystal Clear Add to Cart Magnetic Clear Black Customer Reviews 4.6 out of 5 stars 124,645 Price $13.99 $ 13 . 99 $19.99 19 $16.99 16 compatible phones for iPhone 16 Pro Max for iPhone 16 Pro Size for iPhone 16 Pro Max 6.9"" for iPhone 16 Pro 6.3"" MagSafe compatible Wireless Charging All Magsafe Accessories Drop Protection Height 15FT Includes screen protector ✘ Includes camera protector",5.0,B0DJXV517Z,80%,12%,4%,1%,3%
18,B0BFCC18FS,"3 in 1 Charging Station for iPhone, Wireless Charger for iPhone 16 15 14 13 12 11 X Pro Max & Apple Watch - Wireless Charging Station for AirPods 4 3 Pro",20073.0,4.3,$29.99,"https://images-na.ssl-images-amazon.com/images/I/61VwfUI+-eL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Charging-Station-iPhone-Wireless-Charger/dp/B0BFCC18FS/ref=zg_bs_g_wireless_d_sccl_18/132-9086456-1296868?psc=1,Cell Phones & Accessories,Anlmz,$25.99,$42.99,SHIHEG,In Stock,True,True,1 For iPhone 2 For Airpods and iWatch Neat & Tidy Leisure Life 3 Sleep Friendly,10.0,B0DHRNT14Q,70%,12%,6%,4%,8%
19,B0BQPNMXQV,"JBL Vibe Beam - True Wireless JBL Deep Bass Sound Earbuds, Bluetooth 5.2, Water & Dust Resistant, Hands-free call with VoiceAware, Up to 32 hours of battery life (Black)",13724.0,4.3,$29.95,"https://images-na.ssl-images-amazon.com/images/I/41+1Csr1pSL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/JBL-Vibe-Beam-Wireless-Headphones/dp/B0BQPNMXQV/ref=zg_bs_g_wireless_d_sccl_19/132-9086456-1296868?psc=1,Cell Phones & Accessories,JBL,$29.95,$49.95,Electronic Express,In Stock,True,True,"""Bring your sound everywhere. With bass you can feel, up to 32 total hours of battery life, and a secure, comfortable stick-closed design, the splash and dust resistant JBL Vibe Beam are designed for your daily entertainment"".",10.0,B0D4F9LYBS,68%,14%,8%,4%,6%
20,B09KR8P3L5,iPhone 16 15 Charger Fast Charging Type C Charger USB C Charger Block iPhone 16 Charger with 2 Pack 6FT Cable for iPhone 16/16 Plus/16 Pro/16 Pro Max/iPhone 15/15 Pro Max/iPad Pro/AirPods,9248.0,4.6,$9.90,"https://images-na.ssl-images-amazon.com/images/I/61lzntb+BnL._AC_UL300_SR300,200_.jpg",False,https://www.amazon.com/Fast-Charger-USB-Wall-Charegr/dp/B09KR8P3L5/ref=zg_bs_g_wireless_d_sccl_20/132-9086456-1296868?psc=1,Cell Phones & Accessories,Novobit,$9.90,,huizhoushiyuanrongtianhengkejiyouxiangongsi,In Stock,True,True,"iPhone 15 Charger Pink iPhone 15 Charger Black iPhone 15 Charger Yellow iPhone 15 Charegr Blue iPhone 15 Charger Grenn iPhone 15 Charger Purple Add to Cart Customer Reviews 4.6 out of 5 stars 9,307 Price $9.90 $ 9 . 90 1 20W Power Delivery 3.0 Type C Wall Fast Charger Novobit is a North American company dedicated to providing a wide variety of high-quality electronic accessories. All of our products are put through rigorous quality control measures to ensure safe and reliable operation. Our products comply with top industry standards and include safety mechanisms that protect your devices. We are proud to stand behind our products and put our customers first in everything we do. 20W USB-C Fast Charger Quick Charger for Your iPad Built-in advanced USB Power Delivery 3.0 chip, and loaded with 20W of output power to give your iPad pro 2020/2018 12.9/11 a full-speed charge.The Power Delivery Wall Charger for i Phone owns a built-in multi-protection system, avoiding over-voltage,over-charge,over-heat, etc. Power: 20W max Input: 100-240V, 50-60Hz~0.6A Output: 5V---3A or 9V---2A or 9V 2.22A or 12V---1.5A With 6FT USB C to C Lightning Cable Material: TPE Flexible Cord Carbon + 100% Coppery Core USB-C to USB-C Charger Compatible Models i phone : i phone 16, i phone 16 Plus, i phone 16 Pro, i phone 16 Pro Max i phone 15, i phone 15 Plus, i phone 15 Pro, i phone 15 Pro Max i Pad Pro :i Pad Pro 12.9-inch (6th Generation) 2022-Model A2379, A2461 i Pad Pro 12.9-inch (5th Generation) 2021-Model A2378, A2461, A2379 i Pad Pro 12.9-inch (4th Generation) 2020-- Model A1876, A2014, A1895 i Pad Pro 12.9-inch (3rd Generation) 2018-Model A1876, A2014, A1895 i Pad Pro 11-inch (4th Generation) 2022 i Pad Pro 11-inch (3rd Generation) 2021-Model A2301,A2459 i Pad Pro 11-inch (2nd Generation) 2020-Model A2301,A2459 i Pad Pro 11-inch (1st Generation) 2018-Model A2013, A1934,A198 i Pad Air : i Pad Air 10.9-inch (5th generation) 2022-Model A2589, A2591 i Pad mini : i Pad Air 10.9-inch (4th generation) 2020-Model A2324, A2072,A2316,A2325 Google Pixel : Google Pixel/ Pixel 2/ Pixel 3/ Pixel 4/ Pixel XL/ Pixel 2XL/ Pixel 3XL/ Pixel 4 XL Samsung Galaxy: Samsung Galaxy S23/S22/S21/S21 Ultra/S21 plus 5g/ S20/ S20+/ S20 Ultra/ S20 FE (Fan Edition) 5G Charging +Data Transfer USB-C to USB-C Lightning Cable Support PD Fast Charger and Data Transmission Simultaneously,Stable and Efficient,Improve the rate and Save Time. 6 ft USB C to C Cable,you can work and charge your tablet or cellphone anyplace, Support 480Mbps data syncing transfer, transfer videos, music and more between phone and laptop in seconds. High quality USB-C -C cable. The lightning cable ability to withstand excessive bending gives it a long lifespan. The durable aluminum alloy connectors meet the USB-IF standard of being plugged/unplugged 14,000 times. i Pad charging cables are made of high-quality heat-resistant aluminum alloy, the terminals of the iPad Pro charger are reinforced, which designed to last the use-time of this i Pad charger cable. Tangle-Free Cable High quality usb c -c cable.The connector heads have good resistance to heat and corrosion. Even after a long time, they just keep their original appearance-still brand new. Feature tangle-free USB cable with aluminum connector has a stronger and flexible TPE material is stress and stretch resistant and protects against day-to-day wear and tear. Charge Your iPad Everywhere This USB-C to C charger packs a total of 20 W of power into its compact form. Also features a foldable plug for easy portability and storage. Keep your devices charged at home, in the office, or on the go. Type C to C Cable, Rapid Charging at 3A Maximum, Quick connect and High speed Data Transfer speed up to 480Mb/s helps you work efficiently. Fast charger for i phone 16 i phone 15 20 W Wall Fast Charger delivery is a new, universal multi-voltage charging standard that negotiates power output over a USB Type-C connection to safely and efficiently recharge a wide range of compatible devices. Built-in Safeguards：ETL, FCC, CE, ROHS certificated. Multi-charging protection keeps your device safe from over-current over-voltage over-heating & short-circuiting. exhaustive protection while charging. 20W USB C Fast Charger Compatible with i Pad Pro The i phone 16 fast charger.compatible with i phone 16, i phone 16 Plus, i phone 16 Pro, i phone 16 Pro Max The i phone 15 fast charger.compatible with i phone 15, i phone 15 Plus, i phone 15 Pro, i phone 15 Pro Max For iPad -2020/2018 i Pad Pro 12.9 in 4th/3rd Generation i Pad Pro 11 in 2nd/1st Generation 2020/2018 i Pad Air 4th generation 2020 NOTE: Only these i Pad model are USB C connector, please confirm your i Pad model before purchase. (2021 i Pad pro 12.9 5th Gen, and 2021 i Pad pro 11 3rd Gen will not compatible) For phones -Samsung Galaxy Z Fold 3 5G/S21/S21 Ultra/S21 plus 5g/ S20/ S20+/ S20 Ultra/ S20 FE (Fan Edition) 5G Samsung Galaxy Note 20/ Note 20 Ultra 5G/ Note 10/ 10 plus",10.0,B0DGXWZ1TL,78%,12%,4%,1%,5%
